measure,country,sex,age,cause,metric,year,val,upper,lower
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Males,10 to 14,All causes,Rate,2019,11719.75,14518.42,9493.19
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Females,10 to 14,All causes,Rate,2019,10609.81,13167.58,8444.04
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Males,15 to 19,All causes,Rate,2019,15956.94,19033.7,13148.84
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Females,15 to 19,All causes,Rate,2019,14427.76,17606.06,11475.65
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Males,20 to 24,All causes,Rate,2019,18966.68,22996.81,15472
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Females,20 to 24,All causes,Rate,2019,17879.59,21607.15,14277.66
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Males,25 to 29,All causes,Rate,2019,22052.37,26316.37,18281.4
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Females,25 to 29,All causes,Rate,2019,21692.56,26223.95,17279.9
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Males,30 to 34,All causes,Rate,2019,26093.23,31265.38,21622.16
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Females,30 to 34,All causes,Rate,2019,25845.93,30755.84,21204.59
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Males,35 to 39,All causes,Rate,2019,31340.77,37823.89,26145.31
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Females,35 to 39,All causes,Rate,2019,29923.05,35325.76,24886.34
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Males,40 to 44,All causes,Rate,2019,38715.51,45936.62,32539.97
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Females,40 to 44,All causes,Rate,2019,34719.1,41179.01,29187.71
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Males,45 to 49,All causes,Rate,2019,45910.41,54755.03,38804.93
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Females,45 to 49,All causes,Rate,2019,39553.84,46500.81,33724.4
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Males,50 to 54,All causes,Rate,2019,55697.11,65083.27,46810.27
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Females,50 to 54,All causes,Rate,2019,46293.38,54117.95,39264.83
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Males,55 to 59,All causes,Rate,2019,65980.67,76463.32,56279.7
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Females,55 to 59,All causes,Rate,2019,53415.79,62229.29,45509.08
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Males,60 to 64,All causes,Rate,2019,82700.12,95422.53,70524.51
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Females,60 to 64,All causes,Rate,2019,65988.87,76043.34,56406.06
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Males,65 to 69,All causes,Rate,2019,99325.02,111807.66,86049.64
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Females,65 to 69,All causes,Rate,2019,79929.17,90081.25,70035.24
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Males,70 to 74,All causes,Rate,2019,122543.87,135123.6,107916.63
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Females,70 to 74,All causes,Rate,2019,102211.05,111861.2,93185.39
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Males,75 to 79,All causes,Rate,2019,143441.36,153738.37,130786.17
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Females,75 to 79,All causes,Rate,2019,123121.33,132495.2,114547.18
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Males,95 plus,Self-harm,Rate,2019,630.39,975.85,377.28
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Females,95 plus,Self-harm,Rate,2019,389.05,580.1,230.89
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Males,10 to 14,Self-harm,Rate,2019,169.85,287.03,89.85
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Females,10 to 14,Self-harm,Rate,2019,56.13,101.63,27.65
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Males,15 to 19,Self-harm,Rate,2019,359.7,553.92,208.92
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Females,15 to 19,Self-harm,Rate,2019,127.89,223.73,64.58
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Males,20 to 24,Self-harm,Rate,2019,613.01,995.87,352.43
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Females,20 to 24,Self-harm,Rate,2019,133.52,241.82,67.88
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Males,25 to 29,Self-harm,Rate,2019,673.83,1008.06,392.54
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Females,25 to 29,Self-harm,Rate,2019,134.05,230.9,70.74
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Males,30 to 34,Self-harm,Rate,2019,593.6,937.87,344.89
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Females,30 to 34,Self-harm,Rate,2019,135.5,227.12,77.36
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Males,35 to 39,Self-harm,Rate,2019,618.57,961.91,369.81
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Females,35 to 39,Self-harm,Rate,2019,159.45,260.9,92.19
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Males,40 to 44,Self-harm,Rate,2019,705.37,1104.44,431
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Females,40 to 44,Self-harm,Rate,2019,162.63,263.17,96.84
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Males,45 to 49,Self-harm,Rate,2019,789.51,1246.25,473.35
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Females,45 to 49,Self-harm,Rate,2019,196.99,311.98,115.13
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Males,50 to 54,Self-harm,Rate,2019,895.05,1370.38,556.7
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Females,50 to 54,Self-harm,Rate,2019,288.19,448.65,171.89
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Males,55 to 59,Self-harm,Rate,2019,926.92,1392.63,581.41
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Females,55 to 59,Self-harm,Rate,2019,311.33,479.7,196.44
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Males,60 to 64,Self-harm,Rate,2019,1028.05,1546.12,646.21
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Females,60 to 64,Self-harm,Rate,2019,362.44,558.79,227.48
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Males,65 to 69,Self-harm,Rate,2019,1140.38,1662.14,740.86
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Females,65 to 69,Self-harm,Rate,2019,388.15,583.87,239
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Males,70 to 74,Self-harm,Rate,2019,1242.55,1833.84,818.87
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Females,70 to 74,Self-harm,Rate,2019,407.83,598.89,263.85
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Males,75 to 79,Self-harm,Rate,2019,1288.12,1933.92,847.09
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Females,75 to 79,Self-harm,Rate,2019,389.79,568.11,245.17
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Males,80 to 84,Self-harm,Rate,2019,1341.96,1958.9,870.81
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Females,80 to 84,Self-harm,Rate,2019,336.82,513.68,203.91
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Males,85 to 89,Self-harm,Rate,2019,1182.06,1744.22,782.7
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Females,85 to 89,Self-harm,Rate,2019,257.93,391.87,156.73
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Males,90 to 94,Self-harm,Rate,2019,974.52,1428.52,636.11
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Females,90 to 94,Self-harm,Rate,2019,198.1,301.44,123.95
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Males,80 to 84,All causes,Rate,2019,166431.34,177623.19,152437.27
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Females,80 to 84,All causes,Rate,2019,147453.31,157606.27,138241.39
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Males,85 to 89,All causes,Rate,2019,181704.46,193304.31,167559.05
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Females,85 to 89,All causes,Rate,2019,155377.34,166234.56,145902.47
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Males,90 to 94,All causes,Rate,2019,200013.56,212454.27,181682.95
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Females,90 to 94,All causes,Rate,2019,170624.92,182735.59,159229.37
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Males,95 plus,All causes,Rate,2019,222391.21,236018.1,202242.21
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Females,95 plus,All causes,Rate,2019,195131.11,209161.86,180291.24
DALYs (Disability-Adjusted Life Years),Viet Nam,Males,10 to 14,Self-harm,Rate,2019,42.14,77.16,22.34
DALYs (Disability-Adjusted Life Years),Viet Nam,Females,10 to 14,Self-harm,Rate,2019,29.81,49.1,16.24
DALYs (Disability-Adjusted Life Years),Viet Nam,Males,15 to 19,Self-harm,Rate,2019,439.97,690.23,262.28
DALYs (Disability-Adjusted Life Years),Viet Nam,Females,15 to 19,Self-harm,Rate,2019,264.2,419.98,150.75
DALYs (Disability-Adjusted Life Years),Viet Nam,Males,20 to 24,Self-harm,Rate,2019,843.63,1284.28,496.43
DALYs (Disability-Adjusted Life Years),Viet Nam,Females,20 to 24,Self-harm,Rate,2019,317.01,461.71,201.44
DALYs (Disability-Adjusted Life Years),Viet Nam,Males,25 to 29,Self-harm,Rate,2019,724.52,1137.11,404.02
DALYs (Disability-Adjusted Life Years),Viet Nam,Females,25 to 29,Self-harm,Rate,2019,280.95,424.36,176.41
DALYs (Disability-Adjusted Life Years),Viet Nam,Males,30 to 34,Self-harm,Rate,2019,760.37,1253.15,438.43
DALYs (Disability-Adjusted Life Years),Viet Nam,Females,30 to 34,Self-harm,Rate,2019,258.89,377.65,166.5
DALYs (Disability-Adjusted Life Years),Viet Nam,Males,35 to 39,Self-harm,Rate,2019,798.5,1297.39,422.31
DALYs (Disability-Adjusted Life Years),Viet Nam,Females,35 to 39,Self-harm,Rate,2019,222.36,328.53,143.95
DALYs (Disability-Adjusted Life Years),Viet Nam,Males,40 to 44,Self-harm,Rate,2019,747.14,1149.9,427.5
DALYs (Disability-Adjusted Life Years),Viet Nam,Females,40 to 44,Self-harm,Rate,2019,209.77,316.32,129.91
DALYs (Disability-Adjusted Life Years),Viet Nam,Males,45 to 49,Self-harm,Rate,2019,672.38,1041.85,399.18
DALYs (Disability-Adjusted Life Years),Viet Nam,Females,45 to 49,Self-harm,Rate,2019,219.08,340.56,132.05
DALYs (Disability-Adjusted Life Years),Viet Nam,Males,50 to 54,Self-harm,Rate,2019,594.92,899.31,354.56
DALYs (Disability-Adjusted Life Years),Viet Nam,Females,50 to 54,Self-harm,Rate,2019,231.8,359.57,141.2
DALYs (Disability-Adjusted Life Years),Viet Nam,Males,55 to 59,Self-harm,Rate,2019,645.67,988.18,344.36
DALYs (Disability-Adjusted Life Years),Viet Nam,Females,55 to 59,Self-harm,Rate,2019,257.07,394.85,158.29
DALYs (Disability-Adjusted Life Years),Viet Nam,Males,60 to 64,Self-harm,Rate,2019,722.43,1099.15,303.35
DALYs (Disability-Adjusted Life Years),Viet Nam,Females,60 to 64,Self-harm,Rate,2019,337.28,525.61,203.7
DALYs (Disability-Adjusted Life Years),Viet Nam,Males,65 to 69,Self-harm,Rate,2019,706.22,1088.64,287.21
DALYs (Disability-Adjusted Life Years),Viet Nam,Females,65 to 69,Self-harm,Rate,2019,344.12,534.19,206.89
DALYs (Disability-Adjusted Life Years),Viet Nam,Males,70 to 74,Self-harm,Rate,2019,661.55,992.93,284.1
DALYs (Disability-Adjusted Life Years),Viet Nam,Females,70 to 74,Self-harm,Rate,2019,320.75,467.56,213.91
DALYs (Disability-Adjusted Life Years),Viet Nam,Males,75 to 79,Self-harm,Rate,2019,583.21,894.92,267.4
DALYs (Disability-Adjusted Life Years),Viet Nam,Females,75 to 79,Self-harm,Rate,2019,239.33,350.98,157.82
DALYs (Disability-Adjusted Life Years),Viet Nam,Males,80 to 84,Self-harm,Rate,2019,355.48,521.81,222.81
DALYs (Disability-Adjusted Life Years),Viet Nam,Females,80 to 84,Self-harm,Rate,2019,254.59,392.7,159.85
DALYs (Disability-Adjusted Life Years),Viet Nam,Males,85 to 89,Self-harm,Rate,2019,320.07,451.89,210.25
DALYs (Disability-Adjusted Life Years),Viet Nam,Females,85 to 89,Self-harm,Rate,2019,273.77,412.93,170.73
DALYs (Disability-Adjusted Life Years),Viet Nam,Males,90 to 94,Self-harm,Rate,2019,258.26,379.15,170.98
DALYs (Disability-Adjusted Life Years),Viet Nam,Females,90 to 94,Self-harm,Rate,2019,168.99,244.58,108.39
DALYs (Disability-Adjusted Life Years),Viet Nam,Males,95 plus,Self-harm,Rate,2019,267.76,417.23,167.73
DALYs (Disability-Adjusted Life Years),Viet Nam,Females,95 plus,Self-harm,Rate,2019,138.5,205.85,91.45
DALYs (Disability-Adjusted Life Years),United States of America,Males,10 to 14,Self-harm,Rate,2019,165,178.61,152.98
DALYs (Disability-Adjusted Life Years),United States of America,Females,10 to 14,Self-harm,Rate,2019,83.78,91.68,77.25
DALYs (Disability-Adjusted Life Years),United States of America,Males,15 to 19,Self-harm,Rate,2019,1006.13,1069.91,954.89
DALYs (Disability-Adjusted Life Years),United States of America,Females,15 to 19,Self-harm,Rate,2019,342.03,365.51,316.02
DALYs (Disability-Adjusted Life Years),United States of America,Males,20 to 24,Self-harm,Rate,2019,1556.97,1648.33,1452.17
DALYs (Disability-Adjusted Life Years),United States of America,Females,20 to 24,Self-harm,Rate,2019,339.15,358.08,319.05
DALYs (Disability-Adjusted Life Years),United States of America,Males,25 to 29,Self-harm,Rate,2019,1343.05,1421.43,1217.58
DALYs (Disability-Adjusted Life Years),United States of America,Females,25 to 29,Self-harm,Rate,2019,384.31,409.11,355.3
DALYs (Disability-Adjusted Life Years),United States of America,Males,30 to 34,Self-harm,Rate,2019,1209.33,1289.54,1105.1
DALYs (Disability-Adjusted Life Years),United States of America,Females,30 to 34,Self-harm,Rate,2019,427.16,452.43,396.78
DALYs (Disability-Adjusted Life Years),United States of America,Males,35 to 39,Self-harm,Rate,2019,1234.84,1306,1162.62
DALYs (Disability-Adjusted Life Years),United States of America,Females,35 to 39,Self-harm,Rate,2019,429.77,450.63,406.88
DALYs (Disability-Adjusted Life Years),United States of America,Males,40 to 44,Self-harm,Rate,2019,1261.45,1334.46,1199.21
DALYs (Disability-Adjusted Life Years),United States of America,Females,40 to 44,Self-harm,Rate,2019,474.72,497.13,449.66
DALYs (Disability-Adjusted Life Years),United States of America,Males,45 to 49,Self-harm,Rate,2019,1252.15,1318.79,1193.07
DALYs (Disability-Adjusted Life Years),United States of America,Females,45 to 49,Self-harm,Rate,2019,466.98,491.6,444.28
DALYs (Disability-Adjusted Life Years),United States of America,Males,50 to 54,Self-harm,Rate,2019,1212.36,1269.23,1153.23
DALYs (Disability-Adjusted Life Years),United States of America,Females,50 to 54,Self-harm,Rate,2019,452.13,475.93,428.94
DALYs (Disability-Adjusted Life Years),United States of America,Males,55 to 59,Self-harm,Rate,2019,1071.04,1125.35,1023.39
DALYs (Disability-Adjusted Life Years),United States of America,Females,55 to 59,Self-harm,Rate,2019,369.37,390.98,348.26
DALYs (Disability-Adjusted Life Years),United States of America,Males,60 to 64,Self-harm,Rate,2019,820.35,859.83,783.71
DALYs (Disability-Adjusted Life Years),United States of America,Females,60 to 64,Self-harm,Rate,2019,264.45,280.93,249.31
DALYs (Disability-Adjusted Life Years),United States of America,Males,65 to 69,Self-harm,Rate,2019,645.02,678.47,614.61
DALYs (Disability-Adjusted Life Years),United States of America,Females,65 to 69,Self-harm,Rate,2019,176.09,189.14,163.95
DALYs (Disability-Adjusted Life Years),United States of America,Males,70 to 74,Self-harm,Rate,2019,581.96,616.14,552.39
DALYs (Disability-Adjusted Life Years),United States of America,Females,70 to 74,Self-harm,Rate,2019,127.71,138.21,117.66
DALYs (Disability-Adjusted Life Years),United States of America,Males,75 to 79,Self-harm,Rate,2019,537.08,580.33,502.01
DALYs (Disability-Adjusted Life Years),United States of America,Females,75 to 79,Self-harm,Rate,2019,94.42,103.98,85.02
DALYs (Disability-Adjusted Life Years),United States of America,Males,80 to 84,Self-harm,Rate,2019,499.87,542.86,454.89
DALYs (Disability-Adjusted Life Years),United States of America,Females,80 to 84,Self-harm,Rate,2019,76.34,85.35,66.72
DALYs (Disability-Adjusted Life Years),United States of America,Males,85 to 89,Self-harm,Rate,2019,455.08,498.43,395.79
DALYs (Disability-Adjusted Life Years),United States of America,Females,85 to 89,Self-harm,Rate,2019,59.37,67.81,50.35
DALYs (Disability-Adjusted Life Years),United States of America,Males,90 to 94,Self-harm,Rate,2019,347.58,387.58,292.86
DALYs (Disability-Adjusted Life Years),United States of America,Females,90 to 94,Self-harm,Rate,2019,46.72,54.23,38.72
DALYs (Disability-Adjusted Life Years),United States of America,Males,95 plus,Self-harm,Rate,2019,253.66,323.4,206.37
DALYs (Disability-Adjusted Life Years),United States of America,Females,95 plus,Self-harm,Rate,2019,37.06,44.15,30.05
YLDs (Years Lived with Disability),Viet Nam,Males,10 to 14,Major depressive disorder,Rate,2019,66.67,128.94,28.75
YLDs (Years Lived with Disability),Viet Nam,Females,10 to 14,Major depressive disorder,Rate,2019,146.66,273.27,66.1
YLDs (Years Lived with Disability),Viet Nam,Males,15 to 19,Major depressive disorder,Rate,2019,180.41,290.1,98.03
YLDs (Years Lived with Disability),Viet Nam,Females,15 to 19,Major depressive disorder,Rate,2019,364.15,602.52,201.93
YLDs (Years Lived with Disability),Viet Nam,Males,20 to 24,Major depressive disorder,Rate,2019,235.32,384.82,125.55
