measure,location,sex,age,cause,metric,year,val,upper,lower
Deaths,Republic of Moldova,Female,45 to 49,Self-harm,Percent,2019,0.021824190603879308,0.02895577080424096,0.01651457040137069
Deaths,Republic of Moldova,Male,45 to 49,Self-harm,Rate,2019,41.628432908732286,53.58992178549435,31.9032134315481
Deaths,Republic of Moldova,Female,45 to 49,Self-harm,Rate,2019,5.980066498936467,8.103555269857122,4.353859477485406
Deaths,Republic of Moldova,Male,50 to 54,Self-harm,Number,2019,48.995725655469236,64.15919399400511,37.34798692316831
Deaths,Republic of Moldova,Female,50 to 54,Self-harm,Number,2019,7.3341707089927475,9.8250857773682,5.341216238132978
Deaths,Republic of Moldova,Male,50 to 54,Self-harm,Percent,2019,0.03943814996050156,0.04910476627443751,0.03154865108462452
Deaths,Republic of Moldova,Female,50 to 54,Self-harm,Percent,2019,0.014704398231327822,0.018821354118972677,0.011358005966254107
Deaths,Republic of Moldova,Male,50 to 54,Self-harm,Rate,2019,45.12776353472005,59.094153549218746,34.39955424312443
Deaths,Republic of Moldova,Female,50 to 54,Self-harm,Rate,2019,5.884069102191583,7.882484052097258,4.285158701908432
Deaths,Republic of Moldova,Male,55 to 59,Self-harm,Number,2019,59.05342137183614,75.73212873525605,46.61376261557131
Deaths,Republic of Moldova,Female,55 to 59,Self-harm,Number,2019,9.330355218549697,12.4579422811256,6.84583690718161
Deaths,Republic of Moldova,Male,55 to 59,Self-harm,Percent,2019,0.02856525012714816,0.03501779195219993,0.02342081857743776
Deaths,Republic of Moldova,Female,55 to 59,Self-harm,Percent,2019,0.009228669699591444,0.01192047439828209,0.007009885463750267
Deaths,Republic of Moldova,Male,55 to 59,Self-harm,Rate,2019,49.30600884071375,63.23171328947679,38.91965170232147
Deaths,Republic of Moldova,Female,55 to 59,Self-harm,Rate,2019,6.287650747135016,8.39530631545024,4.6133539973514255
Deaths,Republic of Moldova,Male,60 to 64,Self-harm,Number,2019,45.956780594401785,59.1738602643399,35.48814550894186
Deaths,Republic of Moldova,Female,60 to 64,Self-harm,Number,2019,9.13285747693787,12.119631907321104,6.714785963371359
Deaths,Republic of Moldova,Male,60 to 64,Self-harm,Percent,2019,0.016964804210521114,0.02107316657633904,0.013728059015283052
Deaths,Republic of Moldova,Female,60 to 64,Self-harm,Percent,2019,0.005936655276841104,0.007595492029402975,0.004522933428416819
Deaths,Republic of Moldova,Male,60 to 64,Self-harm,Rate,2019,44.07224316882517,56.74733358336561,34.03289260586838
Deaths,Republic of Moldova,Female,60 to 64,Self-harm,Rate,2019,6.528503929794903,8.66356063635217,4.799977078400628
Deaths,Republic of Moldova,Male,65 to 69,Self-harm,Number,2019,30.095357177994202,37.969670206444796,23.24658418966623
Deaths,Republic of Moldova,Female,65 to 69,Self-harm,Number,2019,8.965579453957433,12.097773731686143,6.551138970543502
Deaths,Republic of Moldova,Male,65 to 69,Self-harm,Percent,2019,0.009710685943058035,0.011999881317389788,0.007720029046196183
Deaths,Republic of Moldova,Female,65 to 69,Self-harm,Percent,2019,0.003992412598824807,0.005178983768099844,0.002991249702730747
Deaths,Republic of Moldova,Male,65 to 69,Self-harm,Rate,2019,35.73635916215139,45.086614647594715,27.60386849645188
Deaths,Republic of Moldova,Female,65 to 69,Self-harm,Rate,2019,7.336839763308755,9.900021277818059,5.361020683702631
Deaths,Republic of Moldova,Male,70 to 74,Self-harm,Number,2019,12.113336343989658,15.536876090360298,9.408705185985639
Deaths,Republic of Moldova,Female,70 to 74,Self-harm,Number,2019,4.012733841095487,5.4569250851843405,2.9230800669781245
Deaths,Republic of Moldova,Male,70 to 74,Self-harm,Percent,2019,0.0066664747483441275,0.008388580478122024,0.00527199166855873
Deaths,Republic of Moldova,Female,70 to 74,Self-harm,Percent,2019,0.002269202549511527,0.003047298127554393,0.001681297609233172
Deaths,Republic of Moldova,Male,70 to 74,Self-harm,Rate,2019,30.752738432261854,39.444251599468465,23.88635478733712
Deaths,Republic of Moldova,Female,70 to 74,Self-harm,Rate,2019,6.454590476976704,8.777610996195643,4.701853028609194
Deaths,Republic of Moldova,Male,75 to 79,Self-harm,Number,2019,8.914822280174928,11.51646847790789,6.869285338008254
Deaths,Republic of Moldova,Female,75 to 79,Self-harm,Number,2019,3.791447689673132,5.022847248158872,2.788283304679475
Deaths,Republic of Moldova,Male,75 to 79,Self-harm,Percent,2019,0.004016524999422592,0.005111496004827067,0.003181660114555155
Deaths,Republic of Moldova,Female,75 to 79,Self-harm,Percent,2019,0.0013909722313780537,0.0018265330704399403,0.001045111540855781
Deaths,Republic of Moldova,Male,75 to 79,Self-harm,Rate,2019,24.963515867769495,32.24871282383879,19.235550428969475
Deaths,Republic of Moldova,Female,75 to 79,Self-harm,Rate,2019,6.165531288159359,8.167993969300552,4.534217365593078
Deaths,Republic of Moldova,Male,80 to 84,Self-harm,Number,2019,6.120523295522643,7.9258790726334825,4.617505371794656
Deaths,Republic of Moldova,Female,80 to 84,Self-harm,Number,2019,2.9611467029892564,3.975883395097694,2.225273090307306
Deaths,Republic of Moldova,Male,80 to 84,Self-harm,Percent,2019,0.0027237603441173292,0.003475849223337595,0.002085479070966806
Deaths,Republic of Moldova,Female,80 to 84,Self-harm,Percent,2019,0.0008271340443636256,0.0010937557392085122,0.0006294330881576947
Deaths,Republic of Moldova,Male,80 to 84,Self-harm,Rate,2019,24.83426851921689,32.15957192493846,18.735713068188378
Deaths,Republic of Moldova,Female,80 to 84,Self-harm,Rate,2019,6.41992655175498,8.619930700867425,4.824512673738198
Deaths,Republic of Moldova,Male,85 to 89,Self-harm,Number,2019,4.1138640827196635,5.323943804862834,3.130848052580559
Deaths,Republic of Moldova,Female,85 to 89,Self-harm,Number,2019,1.7153538782020596,2.251442420673283,1.2620515600478817
Deaths,Republic of Moldova,Male,85 to 89,Self-harm,Percent,2019,0.002790393934202687,0.0036077177179944624,0.002176028005962973
Deaths,Republic of Moldova,Female,85 to 89,Self-harm,Percent,2019,0.000654391665313047,0.0008550414691688837,0.0004899415852197561
Deaths,Republic of Moldova,Male,85 to 89,Self-harm,Rate,2019,38.69940249333535,50.08270570282863,29.452103058346633
Deaths,Republic of Moldova,Female,85 to 89,Self-harm,Rate,2019,7.750146158914501,10.172249615856124,5.702079422066045
Deaths,Sweden,Male,10 to 14,Self-harm,Number,2019,1.7756250752498117,2.452078458342672,1.2399534340486347
Deaths,Sweden,Female,10 to 14,Self-harm,Number,2019,1.9348583498057406,2.4771183765604188,1.4544286047192607
Deaths,Sweden,Male,10 to 14,Self-harm,Percent,2019,0.07195293131306263,0.09897918108793348,0.04939575037802822
Deaths,Sweden,Female,10 to 14,Self-harm,Percent,2019,0.08383812931073076,0.10718744297398633,0.06265214052213985
Deaths,Sweden,Male,10 to 14,Self-harm,Rate,2019,0.5737285108138865,0.7922997607509138,0.4006457484247911
Deaths,Sweden,Female,10 to 14,Self-harm,Rate,2019,0.6628202691317322,0.8485811218106905,0.4982404832424545
Deaths,Sweden,Male,15 to 19,Self-harm,Number,2019,22.302796638927738,25.944928860291235,19.000689160398675
Deaths,Sweden,Female,15 to 19,Self-harm,Number,2019,12.510729587248429,14.454190427868472,10.709922323246584
Deaths,Sweden,Male,15 to 19,Self-harm,Percent,2019,0.2685445962200247,0.3123934880172181,0.2289245140298583
Deaths,Sweden,Female,15 to 19,Self-harm,Percent,2019,0.30478775858823287,0.35301773720698437,0.26129836027473663
Deaths,Sweden,Male,15 to 19,Self-harm,Rate,2019,7.636229671576284,8.88325526154358,6.505624774149829
Deaths,Sweden,Female,15 to 19,Self-harm,Rate,2019,4.628067926419223,5.3470083143477485,3.9618990765477924
Deaths,Sweden,Male,20 to 24,Self-harm,Number,2019,52.11085338263626,59.78319637901279,44.9434364576181
Deaths,Sweden,Female,20 to 24,Self-harm,Number,2019,21.455720487932012,23.953709428799627,19.139252198565448
Deaths,Sweden,Male,20 to 24,Self-harm,Percent,2019,0.3024305975210927,0.34599376753740946,0.2623327157666058
Deaths,Sweden,Female,20 to 24,Self-harm,Percent,2019,0.35995826033979866,0.4007410536209321,0.3211020189903753
Deaths,Sweden,Male,20 to 24,Self-harm,Rate,2019,17.766553852918825,20.382344732839613,15.322911300193196
Deaths,Sweden,Female,20 to 24,Self-harm,Rate,2019,7.933954926863857,8.857668100504203,7.0773649555468285
Deaths,Sweden,Male,25 to 29,Self-harm,Number,2019,73.9357587296866,84.94150620589201,62.8972898326741
Deaths,Sweden,Female,25 to 29,Self-harm,Number,2019,28.970206067183824,32.96184193513907,25.292985930413174
Deaths,Sweden,Male,25 to 29,Self-harm,Percent,2019,0.28597072753718566,0.3278520144472035,0.24231147347720391
Deaths,Sweden,Female,25 to 29,Self-harm,Percent,2019,0.31559747900086554,0.3585488100696234,0.27391844613161626
Deaths,Sweden,Male,25 to 29,Self-harm,Rate,2019,19.737026489591557,22.674992275129686,16.790325775781326
Deaths,Sweden,Female,25 to 29,Self-harm,Rate,2019,8.211629284495238,9.343061829722197,7.169318142813516
Deaths,Sweden,Male,30 to 34,Self-harm,Number,2019,65.60111858338942,74.66098127678,56.28160785660067
Deaths,Sweden,Female,30 to 34,Self-harm,Number,2019,30.843409631555932,35.0264439049292,26.727220501466835
Deaths,Sweden,Male,30 to 34,Self-harm,Percent,2019,0.2639932628628068,0.2997995996213655,0.22626996702710464
Deaths,Sweden,Female,30 to 34,Self-harm,Percent,2019,0.26666399427066345,0.3009921524375728,0.2314882299247843
Deaths,Sweden,Male,30 to 34,Self-harm,Rate,2019,18.2349956998931,20.753345399153083,15.64447221953385
Deaths,Sweden,Female,30 to 34,Self-harm,Rate,2019,9.022763123473664,10.246445194842455,7.818635566375894
Deaths,Sweden,Male,35 to 39,Self-harm,Number,2019,61.1172315261538,69.83864145084574,52.80117952631335
Deaths,Sweden,Female,35 to 39,Self-harm,Number,2019,23.505072223307028,27.196183730751578,20.088401004185414
Deaths,Sweden,Male,35 to 39,Self-harm,Percent,2019,0.2351998670993538,0.26799045742755273,0.20333554859244765
Deaths,Sweden,Female,35 to 39,Self-harm,Percent,2019,0.18826924891206587,0.2166570631224926,0.16212401302626564
Deaths,Sweden,Male,35 to 39,Self-harm,Rate,2019,18.660973226245215,21.323888300043055,16.12182641213149
Deaths,Sweden,Female,35 to 39,Self-harm,Rate,2019,7.5629170885097015,8.75055735738609,6.463579851702924
Deaths,Sweden,Male,40 to 44,Self-harm,Number,2019,66.39470378279051,76.32709636717907,57.28620825648373
Deaths,Sweden,Female,40 to 44,Self-harm,Number,2019,27.612876651876572,32.22395001927394,23.381078039566123
Deaths,Sweden,Male,40 to 44,Self-harm,Percent,2019,0.19557291121452325,0.22521374928447835,0.16838013789482636
Deaths,Sweden,Female,40 to 44,Self-harm,Percent,2019,0.139093446778225,0.16185936135861953,0.11805885977908692
Deaths,Sweden,Male,40 to 44,Self-harm,Rate,2019,20.915235914870678,24.04407484728335,18.045935776331202
Deaths,Sweden,Female,40 to 44,Self-harm,Rate,2019,9.046521727489587,10.557200094365728,7.660101233338543
Deaths,Sweden,Male,45 to 49,Self-harm,Number,2019,78.65648699421364,90.9466342700428,67.61565489357655
Deaths,Sweden,Female,45 to 49,Self-harm,Number,2019,37.02738124340892,43.456040707862854,31.028994386445095
Deaths,Sweden,Male,45 to 49,Self-harm,Percent,2019,0.14249308687331066,0.16444914248630838,0.12289535104428258
Deaths,Sweden,Female,45 to 49,Self-harm,Percent,2019,0.1008204198189214,0.11846254227727591,0.085151774872332
Deaths,Sweden,Male,45 to 49,Self-harm,Rate,2019,23.470119874378597,27.137347344869315,20.1756725526478
Deaths,Sweden,Female,45 to 49,Self-harm,Rate,2019,11.343639495083737,13.313111624966108,9.505984879161945
Deaths,Sweden,Male,50 to 54,Self-harm,Number,2019,95.08110263490053,111.04043626313504,81.71458860262186
Deaths,Sweden,Female,50 to 54,Self-harm,Number,2019,43.107380062144244,51.52863263870302,36.40391910125227
Deaths,Sweden,Male,50 to 54,Self-harm,Percent,2019,0.10225481491344232,0.11836955750484192,0.08734544217207808
Deaths,Sweden,Female,50 to 54,Self-harm,Percent,2019,0.07240295483460642,0.08607641049533911,0.061446268265083315
Deaths,Sweden,Male,50 to 54,Self-harm,Rate,2019,27.802374780443543,32.46899477623904,23.893913242503167
Deaths,Sweden,Female,50 to 54,Self-harm,Rate,2019,12.9892571667336,15.526776617585107,10.969348320437222
Deaths,Sweden,Male,55 to 59,Self-harm,Number,2019,89.13629302462577,103.08628358533035,76.21032721163986
Deaths,Sweden,Female,55 to 59,Self-harm,Number,2019,37.06789831640682,44.68573810077703,30.591411539993043
Deaths,Sweden,Male,55 to 59,Self-harm,Percent,2019,0.0632336981003926,0.07319524491253827,0.053923433490745055
Deaths,Sweden,Female,55 to 59,Self-harm,Percent,2019,0.0405557427265221,0.04906088386861669,0.03360561455139303
Deaths,Sweden,Male,55 to 59,Self-harm,Rate,2019,28.543807520501463,33.010964858619175,24.40457009360379
Deaths,Sweden,Female,55 to 59,Self-harm,Rate,2019,12.114300965792518,14.603916186739687,9.997695666491655
Deaths,Sweden,Male,60 to 64,Self-harm,Number,2019,72.06420503328206,84.92220756469416,60.869553445897445
Deaths,Sweden,Female,60 to 64,Self-harm,Number,2019,34.60092993852152,41.13333614929161,28.55497314485445
Deaths,Sweden,Male,60 to 64,Self-harm,Percent,2019,0.03309698394023783,0.03904976066455601,0.028009657573893492
Deaths,Sweden,Female,60 to 64,Self-harm,Percent,2019,0.02410715444784589,0.028785709425090775,0.01995604303463816
Deaths,Sweden,Male,60 to 64,Self-harm,Rate,2019,25.353866870169654,29.87761183130765,21.415327537453766
Deaths,Sweden,Female,60 to 64,Self-harm,Rate,2019,12.210029646721912,14.515195248908071,10.076523066851385
Deaths,Sweden,Male,65 to 69,Self-harm,Number,2019,65.6920364366685,78.00857154021223,54.851758711053854
Deaths,Sweden,Female,65 to 69,Self-harm,Number,2019,30.606510502238674,37.31443906784402,24.674023927206548
Deaths,Sweden,Male,65 to 69,Self-harm,Percent,2019,0.0194960565455436,0.023174091772527116,0.01632436165063804
Deaths,Sweden,Female,65 to 69,Self-harm,Percent,2019,0.013380043334527393,0.016359577706988638,0.010791599317907232
Deaths,Sweden,Male,65 to 69,Self-harm,Rate,2019,24.604389925960486,29.21744271990945,20.544256696206514
Deaths,Sweden,Female,65 to 69,Self-harm,Rate,2019,11.220225165068229,13.67932512982183,9.045399153598035
Deaths,Sweden,Male,70 to 74,Self-harm,Number,2019,65.59845520206554,78.42897166653381,55.46604323974091
Deaths,Sweden,Female,70 to 74,Self-harm,Number,2019,29.52173275690986,36.56351398032461,23.616421765826512
Deaths,Sweden,Male,70 to 74,Self-harm,Percent,2019,0.011885555873781296,0.014136237079962708,0.010091656082358302
Deaths,Sweden,Female,70 to 74,Self-harm,Percent,2019,0.007610356148484458,0.00944871210633468,0.006110450211217047
Deaths,Sweden,Male,70 to 74,Self-harm,Rate,2019,24.055122164661793,28.76010553717829,20.339540649432358
Deaths,Sweden,Female,70 to 74,Self-harm,Rate,2019,10.292498550889043,12.747555089557524,8.23366259709336
Deaths,Sweden,Male,75 to 79,Self-harm,Number,2019,55.624563272731464,67.02654588911102,46.07594628513966
Deaths,Sweden,Female,75 to 79,Self-harm,Number,2019,19.67343103986698,24.253021228180902,15.781238255536161
Deaths,Sweden,Male,75 to 79,Self-harm,Percent,2019,0.0076012059625451414,0.009166913271789406,0.00625171193281012
Deaths,Sweden,Female,75 to 79,Self-harm,Percent,2019,0.0036973728788596413,0.004561759739985451,0.00298641273325156
Deaths,Sweden,Male,75 to 79,Self-harm,Rate,2019,27.133052132607027,32.69481424889436,22.47534145093711
Deaths,Sweden,Female,75 to 79,Self-harm,Rate,2019,8.79818532731366,10.84623089284231,7.057551811137372
Deaths,Sweden,Male,80 to 84,Self-harm,Number,2019,42.69661368328202,51.249471471759456,34.91360247855272
Deaths,Sweden,Female,80 to 84,Self-harm,Number,2019,14.914861998052906,18.607041563217784,11.660952177234957
Deaths,Sweden,Male,80 to 84,Self-harm,Percent,2019,0.0051896392738043275,0.006237683436650643,0.004244465312968409
Deaths,Sweden,Female,80 to 84,Self-harm,Percent,2019,0.0020980689065837337,0.002596610617748921,0.0016430704386109416
Deaths,Sweden,Male,80 to 84,Self-harm,Rate,2019,35.09984996867862,42.1309468000544,28.70162533154515
Deaths,Sweden,Female,80 to 84,Self-harm,Rate,2019,9.83268178463911,12.266765771520996,7.687528860784259
Deaths,Sweden,Male,85 to 89,Self-harm,Number,2019,26.94371004930948,32.463745235568105,21.798857154510063
Deaths,Sweden,Female,85 to 89,Self-harm,Number,2019,12.136035905615124,15.244788286995917,9.308003509610417
Deaths,Sweden,Male,85 to 89,Self-harm,Percent,2019,0.0035693912387098426,0.004308359594299118,0.0028943067840957373
Deaths,Sweden,Female,85 to 89,Self-harm,Percent,2019,0.0013484121395268406,0.0016992252551115059,0.0010307762646335516
Deaths,Sweden,Male,85 to 89,Self-harm,Rate,2019,41.84841300661377,50.422017453174,33.857533932951924
Deaths,Sweden,Female,85 to 89,Self-harm,Rate,2019,12.237649408224575,15.372430982389092,9.385938252574954
Deaths,Cameroon,Male,10 to 14,Self-harm,Number,2019,44.581496438247136,80.79398113014433,22.580680197607858
Deaths,Cameroon,Female,10 to 14,Self-harm,Number,2019,13.65523794776725,24.90437799916897,6.616170484199829
Deaths,Cameroon,Male,10 to 14,Self-harm,Percent,2019,0.024388818534712635,0.04181540123983585,0.013397476749761978
Deaths,Cameroon,Female,10 to 14,Self-harm,Percent,2019,0.009839295782299053,0.016671535774631572,0.00539327208002178
Deaths,Cameroon,Male,10 to 14,Self-harm,Rate,2019,2.3421849306238554,4.2446858047991665,1.1863246662285682
Deaths,Cameroon,Female,10 to 14,Self-harm,Rate,2019,0.7361623680009505,1.3426105024011457,0.3566818644520885
Deaths,Cameroon,Male,15 to 19,Self-harm,Number,2019,96.64131780947864,159.47309339539675,52.74689573988144
